-------------------------------
angle,output,Kp,Ki,Kd
-0.0,-0.46,0.92,0.4,0.38
0.01,-0.66,0.92,0.4,0.38
0.03,-0.71,0.92,0.4,0.37
0.0,-0.37,0.92,0.4,0.37
0.02,-0.71,0.92,0.4,0.38
0.02,-0.57,0.92,0.4,0.38
0.03,-0.7,0.92,0.39,0.38
0.02,-0.52,0.92,0.4,0.38
0.03,-0.67,0.92,0.4,0.38
0.05,-0.72,0.92,0.4,0.37
0.05,-0.62,0.92,0.4,0.38
0.07,-0.77,0.92,0.4,0.38
0.05,-0.48,0.92,0.4,0.37
0.07,-0.77,0.92,0.4,0.37
0.07,-0.68,0.92,0.4,0.38
0.09,-0.78,0.92,0.4,0.37
0.09,-0.68,0.92,0.4,0.38
0.07,-0.49,0.92,0.4,0.38
0.05,-0.43,0.92,0.4,0.38
0.02,-0.44,0.92,0.4,0.37
0.02,-0.53,0.92,0.4,0.38
-0.01,-0.39,0.92,0.4,0.37
-0.01,-0.53,0.92,0.4,0.38
-0.03,-0.43,0.92,0.4,0.37
-0.06,-0.28,0.92,0.4,0.37
-0.07,-0.47,0.92,0.4,0.38
-0.08,-0.37,0.92,0.4,0.38
-0.08,-0.59,0.0,0.4,0.37
-0.59,3.21,0.0,0.4,0.37
-0.54,-0.91,0.0,0.4,0.38
-0.5,-0.91,0.0,0.4,0.38
-0.45,-0.9,0.0,0.4,0.37
-0.41,-0.81,0.0,0.4,0.37
-0.36,-0.87,0.0,0.4,0.38
-0.31,-0.87,0.0,0.4,0.38
-0.28,-0.74,0.0,0.4,0.37
-0.25,-0.75,0.0,0.4,0.37
-0.22,-0.68,0.0,0.4,0.38
-0.19,-0.7,0.0,0.4,0.38
-0.18,-0.63,0.0,0.4,0.37
-0.16,-0.57,0.0,0.4,0.38
-0.14,-0.65,0.0,0.4,0.38
-0.13,-0.57,0.0,0.39,0.38
-0.11,-0.62,0.0,0.4,0.38
-0.09,-0.64,0.0,0.4,0.37
-0.08,-0.54,0.0,0.4,0.38
-0.06,-0.58,0.0,0.4,0.38
-0.06,-0.52,0.0,0.4,0.37
-0.06,-0.47,0.0,0.4,0.37
-0.04,-0.6,0.0,0.4,0.38
-0.03,-0.54,0.0,0.4,0.38
-0.03,-0.49,0.0,0.4,0.37
-0.04,-0.35,0.0,0.4,0.38
-0.01,-0.72,0.0,0.4,0.38
-0.07,0.02,0.0,0.4,0.38
-0.06,-0.55,0.0,0.39,0.37
-0.13,0.09,0.0,0.39,0.38
-0.1,-0.69,0.0,0.4,0.38
-0.1,-0.44,0.0,0.4,0.37
-0.08,-0.58,0.33,0.39,0.38
-0.08,-0.43,0.58,0.4,0.37
0.01,-1.08,0.92,0.4,0.37
-1.97,16.42,0.92,0.4,0.38
-1.74,-0.45,0.92,0.4,0.37
-1.62,0.17,0.92,0.4,0.38
-1.41,-0.51,0.92,0.39,0.37
-1.14,-1.28,0.93,0.4,0.37
-0.88,-1.33,0.94,0.4,0.37
-0.67,-1.24,0.95,0.4,0.37
-0.51,-0.96,0.95,0.4,0.37
-0.44,-0.33,0.95,0.39,0.37
-0.39,-0.25,0.95,0.4,0.38
-0.31,-0.5,0.95,0.4,0.38
-0.31,0.01,0.96,0.4,0.38
-0.39,0.76,0.96,0.4,0.38
-0.34,-0.26,0.95,0.39,0.37
-0.34,0.18,0.95,0.39,0.37
-0.5,1.44,0.95,0.4,0.38
-0.56,0.81,0.94,0.4,0.38
-0.58,0.52,0.94,0.4,0.37
-0.58,0.38,0.92,0.4,0.38
-0.53,-0.0,0.92,0.4,0.38
-0.47,-0.14,0.92,0.4,0.37
-0.44,-0.0,0.92,0.4,0.38
-0.39,-0.14,0.92,0.4,0.38
-0.36,-0.04,0.92,0.4,0.38
-0.33,0.01,0.92,0.4,0.38
-0.3,-0.07,0.93,0.4,0.37
-0.27,-0.08,0.92,0.4,0.38
-0.17,-0.7,0.92,0.4,0.37
-0.11,-0.38,0.92,0.4,0.38
-0.02,-0.83,0.93,0.4,0.38
0.1,-1.04,0.93,0.4,0.38
0.25,-1.46,0.94,0.4,0.38
0.34,-1.16,0.95,0.4,0.37
0.4,-0.95,0.95,0.4,0.38
0.38,-0.32,0.95,0.4,0.37
0.28,0.31,0.96,0.4,0.37
0.24,-0.06,0.96,0.4,0.38
0.24,-0.36,0.96,0.39,0.37
0.24,-0.32,0.96,0.4,0.37
0.3,-0.92,0.96,0.4,0.38
0.22,0.2,0.96,0.4,0.37
0.31,-1.08,0.96,0.4,0.38
0.31,-0.5,0.96,0.4,0.38
0.3,-0.36,0.96,0.4,0.37
0.33,-0.71,0.96,0.4,0.38
0.31,-0.37,0.96,0.4,0.37
0.27,-0.17,0.96,0.4,0.38
0.35,-1.08,0.96,0.4,0.38
0.29,-0.05,0.96,0.4,0.37
0.31,-0.68,0.96,0.4,0.37
0.37,-1.05,0.96,0.4,0.38
0.41,-0.91,0.96,0.4,0.37
0.39,-0.43,0.96,0.4,0.38
0.29,0.2,0.96,0.4,0.37
0.27,-0.37,0.96,0.4,0.38
0.31,-0.78,0.97,0.4,0.37
0.2,0.34,0.97,0.4,0.37
0.18,-0.28,0.97,0.4,0.38
0.2,-0.58,0.97,0.4,0.38
0.11,0.25,0.97,0.4,0.37
0.09,-0.18,0.97,0.4,0.37
0.1,-0.48,0.97,0.4,0.37
0.1,-0.38,0.96,0.4,0.38
0.01,0.45,0.97,0.4,0.37
0.06,-0.71,0.97,0.4,0.37
0.03,-0.08,0.97,0.4,0.37
-0.1,0.83,0.96,0.4,0.38
-0.37,2.16,0.97,0.4,0.38
-0.68,2.75,0.96,0.4,0.38
-0.72,0.74,0.96,0.4,0.38
-0.8,1.14,0.96,0.4,0.37
-0.74,0.08,0.94,0.4,0.37
-0.71,0.28,0.94,0.4,0.37
-0.66,0.05,0.94,0.4,0.37
-0.71,0.89,0.94,0.4,0.37
-0.65,0.01,0.94,0.4,0.38
-0.6,0.08,0.94,0.39,0.37
-0.54,-0.06,0.94,0.39,0.37
-0.48,-0.12,0.94,0.4,0.38
-0.43,-0.1,0.94,0.4,0.37
-0.38,-0.15,0.94,0.4,0.37
-0.33,-0.15,0.94,0.4,0.37
-0.3,-0.01,0.94,0.4,0.38
-0.26,-0.16,0.94,0.4,0.38
-0.23,-0.05,0.94,0.39,0.38
-0.21,0.0,0.94,0.39,0.37
-0.19,-0.05,0.94,0.4,0.37
-0.19,0.05,0.95,0.4,0.38
-0.17,-0.05,0.94,0.4,0.38
-0.16,0.01,0.94,0.4,0.37
-0.14,-0.04,0.94,0.4,0.37
-0.13,-0.04,0.94,0.39,0.37
-0.12,0.01,0.94,0.4,0.38
-0.09,-0.18,0.94,0.4,0.37
-0.08,-0.04,0.94,0.4,0.38
-0.08,0.01,0.94,0.4,0.37
-0.08,0.06,0.94,0.39,0.37
-0.07,-0.04,0.94,0.4,0.38
-0.08,0.11,0.95,0.4,0.37
-0.07,-0.08,0.94,0.4,0.38
-0.06,-0.03,0.94,0.4,0.38
-0.06,-0.03,0.94,0.4,0.37
-0.06,0.02,0.94,0.4,0.37
-0.06,0.07,0.94,0.4,0.37
-0.06,-0.03,0.94,0.4,0.37
-0.04,-0.12,0.94,0.4,0.37
-0.03,-0.08,0.94,0.4,0.38
-0.02,-0.08,0.94,0.39,0.38
-0.02,-0.03,0.94,0.4,0.37
-0.01,-0.13,0.94,0.4,0.37
-0.03,0.22,0.94,0.4,0.38
-0.04,0.07,0.94,0.4,0.37
-0.02,-0.17,0.94,0.4,0.37
-0.02,-0.03,0.94,0.4,0.37
-0.02,0.02,0.94,0.4,0.37
-0.03,0.07,0.94,0.4,0.37
-0.03,0.02,0.94,0.4,0.37
-0.02,-0.12,0.94,0.4,0.37
-0.02,-0.02,0.94,0.4,0.37
-0.03,0.07,0.94,0.4,0.38
-0.01,-0.12,0.94,0.4,0.37
-0.01,-0.07,0.94,0.4,0.37
0.01,-0.12,0.94,0.4,0.37
0.02,-0.12,0.94,0.4,0.37
0.02,-0.03,0.94,0.4,0.38
0.03,-0.18,0.94,0.4,0.38
0.01,0.12,0.95,0.4,0.37
0.0,0.02,0.94,0.39,0.37
0.01,-0.08,0.94,0.4,0.38
0.01,-0.08,0.94,0.4,0.38
0.02,-0.13,0.94,0.4,0.37
0.01,0.07,0.94,0.4,0.37
0.02,-0.08,0.94,0.4,0.38
0.0,0.07,0.94,0.4,0.38
0.0,-0.03,0.94,0.4,0.37
0.01,-0.13,0.94,0.4,0.38
0.01,-0.03,0.94,0.4,0.37
0.02,-0.08,0.94,0.4,0.37
0.01,0.02,0.94,0.4,0.37
0.02,-0.13,0.94,0.4,0.37
0.03,-0.13,0.94,0.4,0.38
0.03,-0.08,0.94,0.4,0.38
0.04,-0.14,0.94,0.4,0.38
0.04,-0.04,0.94,0.4,0.38
0.04,-0.09,0.94,0.4,0.37
0.05,-0.19,0.94,0.4,0.37
0.05,-0.09,0.95,0.4,0.37
0.05,-0.04,0.94,0.4,0.38
0.05,-0.09,0.95,0.4,0.37
0.04,-0.04,0.94,0.4,0.37
0.03,0.0,0.94,0.4,0.37
0.05,-0.19,0.94,0.4,0.38
0.05,-0.1,0.94,0.4,0.37
0.06,-0.15,0.94,0.4,0.37
0.05,-0.05,0.94,0.4,0.38
0.05,-0.05,0.94,0.4,0.37
0.04,-0.05,0.94,0.4,0.37
0.04,-0.05,0.94,0.4,0.38
0.03,-0.05,0.94,0.39,0.37
0.05,-0.2,0.94,0.4,0.37
0.04,-0.05,0.94,0.4,0.38
0.04,-0.05,0.94,0.4,0.37
0.04,-0.1,0.94,0.4,0.38
0.04,-0.1,0.94,0.4,0.38
0.03,0.04,0.94,0.39,0.37
0.03,-0.1,0.94,0.4,0.38
0.67,-5.59,0.94,0.4,0.38
0.58,0.07,0.94,0.39,0.38
0.51,-0.05,0.94,0.4,0.37
0.47,-0.25,0.94,0.4,0.37
0.34,0.56,0.94,0.4,0.38
0.32,-0.24,0.94,0.4,0.37
0.29,-0.15,0.94,0.4,0.37
0.25,-0.1,0.94,0.4,0.38
0.23,-0.15,0.94,0.4,0.38
0.21,-0.2,0.94,0.4,0.38
0.21,-0.3,0.94,0.4,0.37
0.19,-0.21,0.95,0.4,0.38
0.17,-0.12,0.95,0.4,0.37
0.16,-0.21,0.94,0.4,0.37
0.14,-0.16,0.94,0.39,0.37
0.14,-0.26,0.94,0.4,0.37
0.15,-0.37,0.94,0.4,0.38
0.16,-0.37,0.94,0.4,0.37
0.14,-0.12,0.94,0.4,0.38
0.13,-0.27,0.94,0.4,0.38
0.13,-0.28,0.94,0.4,0.37
0.12,-0.18,0.94,0.4,0.37
0.11,-0.23,0.94,0.4,0.37
0.11,-0.23,0.94,0.4,0.38
0.1,-0.18,0.94,0.4,0.38
0.1,-0.28,0.94,0.4,0.37
0.1,-0.29,0.94,0.41,0.37
0.1,-0.24,0.94,0.41,0.38
0.09,-0.19,0.94,0.4,0.37
0.07,-0.14,0.94,0.4,0.38
0.06,-0.14,0.94,0.4,0.38
0.06,-0.29,0.94,0.4,0.37
0.07,-0.29,0.94,0.4,0.38
0.06,-0.19,0.94,0.4,0.37
0.05,-0.09,0.94,0.4,0.38
0.06,-0.35,0.94,0.41,0.38
0.03,-0.05,0.94,0.4,0.38
0.05,-0.39,0.94,0.4,0.37
0.06,-0.3,0.94,0.4,0.37
0.07,-0.32,0.94,0.34,0.37
0.07,-0.06,0.94,0.0,0.38
0.08,-0.11,0.94,0.0,0.37
0.05,0.14,0.94,0.0,0.38
0.05,-0.0,0.94,0.0,0.38
0.05,-0.05,0.94,0.0,0.37
0.05,-0.05,0.94,0.0,0.37
0.06,-0.15,0.94,0.0,0.37
0.05,0.04,0.94,0.0,0.37
0.05,-0.05,0.94,0.0,0.37
0.03,0.14,0.94,0.0,0.37
0.02,-0.0,0.94,0.0,0.38
0.03,-0.05,0.95,0.0,0.37
0.02,0.05,0.94,0.0,0.37
0.01,-0.05,0.94,0.2,0.38
0.03,-0.76,0.94,1.09,0.37
0.04,-0.78,0.94,1.3,0.37
0.04,-0.83,0.94,1.48,0.38
0.05,-0.94,0.94,1.69,0.38
0.03,-0.95,0.94,1.9,0.37
0.01,-0.93,0.94,2.05,0.38
0.02,-1.25,0.94,2.28,0.37
0.02,-1.3,0.94,2.37,0.38
0.01,-1.21,0.94,2.37,0.38
0.01,-1.21,0.94,2.37,0.38
0.02,-1.41,0.94,2.37,0.38
0.03,-1.36,0.94,2.37,0.37
0.02,-1.22,0.94,2.37,0.38
0.02,-1.21,0.95,2.36,0.37
0.04,-1.43,0.94,2.3,0.38
0.05,-1.15,0.94,1.94,0.37
0.04,-0.95,0.94,1.84,0.37
0.03,-0.82,0.94,1.51,0.37
0.02,-0.64,0.94,1.35,0.37
0.02,-0.7,0.94,1.19,0.38
0.04,-0.73,0.94,1.06,0.37
0.02,-0.47,0.94,1.03,0.37
0.01,-0.52,0.95,1.03,0.37
0.02,-0.67,0.94,1.03,0.38
0.04,-0.72,0.94,1.03,0.38
0.04,-0.62,0.95,1.03,0.38
0.04,-0.57,0.94,1.03,0.38
0.03,-0.58,0.94,1.04,0.37
0.02,-0.53,0.94,1.03,0.38
0.03,-0.63,0.94,1.03,0.37
0.01,-0.43,0.94,0.94,0.38
0.02,-0.39,0.94,0.51,0.38
0.03,-0.36,0.95,0.46,0.37
0.02,-0.21,0.94,0.46,0.37
0.02,-0.26,0.95,0.46,0.37
0.02,-0.26,0.94,0.46,0.37
0.02,-0.26,0.94,0.46,0.38
0.02,-0.26,0.94,0.46,0.37
0.02,-0.31,0.95,0.45,0.37
0.02,-0.31,0.94,0.45,0.38
0.02,-0.26,0.94,0.45,0.38
0.02,-0.31,0.94,0.45,0.38
0.0,-0.11,0.94,0.45,0.38
-0.01,-0.16,0.94,0.45,0.37
-0.01,-0.26,0.94,0.45,0.37
-0.01,-0.26,0.94,0.45,0.38
-0.02,-0.16,0.94,0.45,0.37
-0.0,-0.35,0.94,0.44,0.37
-0.01,-0.21,0.94,0.45,0.37
-0.0,-0.3,0.94,0.45,0.37
-0.0,-0.25,0.94,0.44,0.37
0.0,-0.3,0.94,0.45,0.37
-0.01,-0.15,0.94,0.44,0.37
-0.01,-0.2,0.94,0.44,0.37
-0.02,-0.2,0.94,0.45,0.38
-0.02,-0.2,0.94,0.44,0.38
-0.01,-0.3,0.94,0.45,0.37
-0.02,-0.2,0.94,0.44,0.38
-0.12,0.58,0.94,0.45,0.37
-0.1,-0.23,0.94,0.44,0.37
-0.09,-0.28,0.95,0.45,0.37
-0.09,-0.14,0.95,0.45,0.37
-0.07,-0.33,0.94,0.45,0.37
-0.05,-0.33,0.94,0.44,0.38
-0.04,-0.28,0.94,0.45,0.37
-0.03,-0.28,0.94,0.44,0.38
-0.03,-0.23,0.94,0.44,0.38
-0.03,-0.18,0.94,0.44,0.37
-0.03,-0.18,0.94,0.44,0.38
-0.02,-0.28,0.94,0.44,0.37
-0.01,-0.33,0.94,0.45,0.37
0.0,-0.33,0.94,0.44,0.38
0.01,-0.28,0.94,0.44,0.38
0.01,-0.28,0.94,0.44,0.38
0.02,-0.33,0.94,0.44,0.38
0.01,-0.14,0.94,0.44,0.38
0.03,-0.38,0.94,0.44,0.37
0.02,-0.24,0.94,0.44,0.38
0.02,-0.24,0.94,0.44,0.38
0.02,-0.29,0.95,0.45,0.38
0.02,-0.19,0.94,0.44,0.37
0.02,-0.29,0.94,0.44,0.38
0.02,-0.29,0.94,0.44,0.38
0.03,-0.29,0.94,0.44,0.38
0.03,-0.29,0.94,0.44,0.38
0.03,-0.24,0.94,0.44,0.38
0.02,-0.19,0.94,0.44,0.38
0.01,-0.19,0.94,0.44,0.38
0.02,-0.34,0.94,0.44,0.38
0.03,-0.34,0.94,0.44,0.37
0.02,-0.14,0.94,0.44,0.38
-0.01,-0.05,0.94,0.44,0.37
-0.11,0.62,0.94,0.44,0.38
-0.1,-0.18,0.94,0.44,0.38
-0.09,-0.23,0.94,0.45,0.38
-0.08,-0.27,0.94,0.44,0.38
-0.07,-0.22,0.94,0.44,0.38
-0.07,-0.12,0.94,0.44,0.38
-0.07,-0.22,0.94,0.44,0.38
-0.04,-0.37,0.94,0.44,0.37
-0.03,-0.27,0.94,0.44,0.37
-0.04,-0.17,0.94,0.44,0.37
-0.03,-0.27,0.94,0.44,0.38
-0.02,-0.27,0.95,0.44,0.38
-0.02,-0.23,0.94,0.45,0.38
-0.01,-0.22,0.94,0.44,0.38
-0.01,-0.28,0.94,0.45,0.37
-0.02,-0.13,0.94,0.45,0.38
-0.01,-0.27,0.94,0.44,0.37
-0.02,-0.12,0.94,0.44,0.38
-0.02,-0.22,0.94,0.44,0.38
-0.01,-0.27,0.94,0.44,0.38
-0.0,-0.27,0.94,0.44,0.38
0.01,-0.32,0.94,0.44,0.38
0.01,-0.27,0.94,0.44,0.38
0.02,-0.27,0.94,0.44,0.38
0.01,-0.17,0.94,0.44,0.38
0.01,-0.23,0.94,0.45,0.38
0.01,-0.27,0.94,0.44,0.38
0.02,-0.33,0.94,0.45,0.38
-0.42,3.55,0.94,0.44,0.38
-0.18,-1.89,0.94,0.45,0.38
-0.17,-0.09,0.94,0.44,0.38
-0.15,-0.19,0.94,0.44,0.37
-0.11,-0.44,0.95,0.44,0.38
-0.16,0.32,0.94,0.44,0.38
0.38,-4.69,0.94,0.44,0.38
1.99,-14.36,0.94,0.44,0.38
5.78,-34.58,0.94,0.44,0.38
9.49,-36.99,0.94,0.44,0.37
12.87,-37.96,0.94,0.44,0.37
14.56,-27.68,0.94,0.44,0.38
16.08,-27.96,0.94,0.44,0.37
16.35,-19.27,0.94,0.44,0.38
17.13,-24.37,0.94,0.45,0.38
17.53,-22.18,0.94,0.44,0.38
17.64,-20.45,0.94,0.44,0.38
17.85,-21.86,0.94,0.44,0.38
16.57,-9.9,0.94,0.44,0.37
16.1,-15.74,0.94,0.44,0.38
15.86,-17.59,0.94,0.44,0.37
16.01,-21.13,0.94,0.44,0.38
16.5,-24.45,0.94,0.44,0.38
16.5,-21.23,0.95,0.44,0.37
15.59,-13.66,0.94,0.44,0.38
14.5,-11.65,0.94,0.44,0.38
13.03,-7.59,0.94,0.44,0.38
12.97,-18.57,0.94,0.44,0.38
13.29,-22.03,0.94,0.44,0.38
13.5,-21.89,0.94,0.45,0.37
13.42,-19.68,0.94,0.44,0.38
13.72,-23.16,0.94,0.44,0.37
13.8,-21.84,0.94,0.44,0.37
13.82,-21.81,0.94,0.44,0.38
15.17,-33.22,0.94,0.44,0.37
15.13,-23.21,0.94,0.44,0.37
15.3,-25.28,0.94,0.44,0.38
15.3,-24.39,0.94,0.44,0.37
15.21,-24.02,0.95,0.44,0.38
15.21,-24.95,0.94,0.44,0.38
15.18,-25.03,0.94,0.44,0.38
15.09,-24.76,0.94,0.44,0.38
14.62,-21.92,0.94,0.44,0.37
14.92,-28.54,0.94,0.45,0.38
14.75,-25.0,0.95,0.44,0.37
14.91,-27.83,0.94,0.44,0.38
14.83,-26.28,0.94,0.44,0.37
15.04,-28.99,0.94,0.44,0.38
15.01,-27.49,0.94,0.44,0.38
14.97,-27.72,0.94,0.44,0.38
15.02,-29.07,0.94,0.45,0.38
15.07,-29.12,0.94,0.44,0.37
14.91,-27.7,0.94,0.44,0.37
14.82,-28.52,0.94,0.44,0.38
14.49,-26.78,0.95,0.44,0.38
13.86,-24.12,0.94,0.44,0.38
13.73,-28.49,0.94,0.45,0.38
13.74,-29.46,0.94,0.44,0.38
13.7,-29.36,0.94,0.44,0.38
13.73,-30.16,0.94,0.44,0.38
13.68,-29.86,0.94,0.44,0.38
13.93,-33.01,0.94,0.45,0.37
14.02,-31.98,0.95,0.44,0.38
14.13,-32.6,0.95,0.44,0.38
14.16,-32.56,0.94,0.45,0.38
14.26,-33.1,0.94,0.44,0.38
14.24,-32.61,0.95,0.44,0.38
14.34,-33.78,0.94,0.44,0.38
14.28,-32.81,0.94,0.44,0.38
14.37,-34.4,0.94,0.44,0.37
14.37,-34.0,0.94,0.44,0.38
14.5,-35.42,0.94,0.44,0.38
14.44,-34.29,0.94,0.44,0.38
14.54,-35.91,0.94,0.44,0.38
14.42,-34.38,0.94,0.44,0.38
14.29,-34.54,0.94,0.44,0.38
14.35,-36.33,0.94,0.44,0.37
14.13,-34.31,0.94,0.44,0.38
13.96,-35.37,0.94,0.45,0.38
13.81,-35.18,0.94,0.44,0.38
11.73,-19.79,0.94,0.45,0.37
5.1,21.89,0.94,0.44,0.38
-7.06,75.03,0.94,0.45,0.38
-4.11,-42.05,0.94,0.44,0.38
-4.9,-12.7,0.94,0.44,0.38
-4.31,-23.73,0.94,0.44,0.38
-3.87,-22.79,0.94,0.44,0.38
-3.48,-22.8,0.94,0.44,0.38
-3.12,-22.75,0.94,0.44,0.37
-2.8,-22.74,0.94,0.44,0.38
-2.54,-22.56,0.94,0.44,0.38
-2.28,-23.2,0.94,0.45,0.38
-2.04,-22.66,0.94,0.44,0.38
-1.84,-22.54,0.94,0.44,0.38
-1.66,-22.53,0.94,0.44,0.37
-1.5,-22.5,0.94,0.44,0.38
-1.36,-22.44,0.94,0.44,0.38
-1.24,-22.42,0.94,0.44,0.38
-1.11,-22.51,0.94,0.44,0.38
-1.0,-22.52,0.94,0.44,0.37
-0.9,-22.44,0.94,0.44,0.38
-0.8,-23.08,0.95,0.45,0.38
-0.73,-22.42,0.94,0.44,0.38
-0.66,-22.4,0.94,0.44,0.37
-0.6,-22.92,0.94,0.45,0.38
-0.54,-22.44,0.94,0.44,0.37
-0.5,-22.34,0.94,0.44,0.38
-0.46,-22.79,0.94,0.45,0.37
-0.4,-22.58,0.94,0.44,0.38
-0.37,-22.37,0.94,0.44,0.37
-0.34,-22.83,0.94,0.45,0.38
-0.31,-22.37,0.94,0.44,0.38
-0.27,-22.51,0.94,0.44,0.38
-0.24,-22.41,0.94,0.44,0.38
-0.21,-22.51,0.94,0.44,0.38
-0.17,-22.51,0.94,0.44,0.38
-0.15,-22.46,0.94,0.44,0.38
-0.14,-22.92,0.94,0.45,0.38
-0.09,-22.66,0.94,0.44,0.38
-0.08,-22.46,0.94,0.44,0.37
-0.06,-22.46,0.94,0.44,0.38
-0.06,-22.36,0.94,0.44,0.38
-0.05,-22.46,0.94,0.44,0.38
-0.05,-22.87,0.94,0.45,0.38
-0.04,-22.45,0.94,0.44,0.37
-0.03,-22.46,0.94,0.44,0.38
-0.0,-22.61,0.94,0.44,0.38
-0.0,-22.41,0.94,0.44,0.37
0.01,-22.56,0.94,0.44,0.37
0.01,-22.41,0.94,0.44,0.38
0.02,-22.46,0.94,0.44,0.38
0.02,-22.46,0.94,0.44,0.38
0.03,-22.51,0.94,0.44,0.38
0.03,-22.46,0.94,0.44,0.37
0.04,-22.47,0.94,0.44,0.37
0.03,-22.37,0.94,0.44,0.37
0.02,-22.42,0.94,0.44,0.38
0.03,-22.52,0.94,0.44,0.37
0.03,-22.42,0.95,0.44,0.38
0.03,-22.47,0.94,0.44,0.38
0.04,-22.47,0.94,0.44,0.38
0.03,-22.37,0.95,0.44,0.38
0.02,-22.42,0.94,0.44,0.38
0.03,-22.47,0.94,0.44,0.38
0.02,-22.42,0.94,0.44,0.38
0.03,-22.47,0.94,0.44,0.38
0.04,-23.03,0.94,0.45,0.38
0.03,-22.38,0.94,0.44,0.38
0.03,-22.47,0.94,0.44,0.38
0.02,-22.33,0.94,0.44,0.38
0.01,-22.42,0.94,0.44,0.38
0.01,-22.42,0.94,0.44,0.38
0.02,-22.47,0.94,0.44,0.37
0.03,-22.58,0.94,0.44,0.38
0.01,-22.28,0.94,0.44,0.38
0.01,-22.43,0.94,0.44,0.38
0.02,-22.48,0.94,0.44,0.38
0.01,-22.38,0.94,0.44,0.37
0.01,-22.43,0.94,0.44,0.38
0.0,-22.38,0.94,0.44,0.38
-0.01,-22.38,0.94,0.44,0.38
-0.0,-22.43,0.94,0.44,0.37
-0.02,-22.84,0.94,0.45,0.37
-0.02,-22.37,0.94,0.44,0.38
-0.02,-22.37,0.94,0.44,0.38
-0.02,-22.47,0.94,0.44,0.38
-0.01,-22.47,0.94,0.44,0.38
-0.02,-22.27,0.94,0.44,0.38
-0.02,-22.42,0.94,0.44,0.38
-0.01,-22.47,0.94,0.44,0.37
-0.01,-22.42,0.94,0.44,0.38
0.0,-22.52,0.94,0.44,0.38
-0.01,-22.37,0.94,0.44,0.38
-0.01,-22.42,0.94,0.44,0.37
-0.0,-22.42,0.94,0.44,0.37
0.0,-22.47,0.94,0.44,0.38
0.02,-22.57,0.94,0.44,0.38
0.01,-22.32,0.94,0.44,0.38
0.02,-22.57,0.94,0.44,0.37
0.03,-22.48,0.94,0.44,0.38
-0.01,-22.12,0.94,0.44,0.38
0.73,-29.3,0.94,0.45,0.38
-1.09,-8.44,0.94,0.45,0.37
-1.79,-15.36,0.94,0.44,0.38
-1.63,-21.99,0.94,0.44,0.38
-1.47,-22.17,0.94,0.44,0.38
-0.94,-25.35,0.94,0.44,0.37
-0.91,-21.59,0.94,0.44,0.38
-0.76,-22.67,0.94,0.44,0.38
-1.16,-18.11,0.94,0.44,0.38
5.18,-75.42,0.94,0.44,0.38
15.29,-113.87,0.94,0.44,0.38
20.42,-80.84,0.94,0.45,0.37
5.34,85.83,0.94,0.45,0.38
-3.06,43.04,0.94,0.45,0.38
0.42,-50.06,0.94,0.44,0.38
0.35,-22.99,0.94,0.44,0.37
0.3,-23.09,0.94,0.44,0.37
0.26,-23.18,0.94,0.44,0.38
0.24,-23.29,0.94,0.44,0.37
0.21,-23.19,0.94,0.44,0.37
0.19,-23.24,0.94,0.44,0.38
0.16,-23.14,0.94,0.44,0.37
0.15,-23.82,0.94,0.45,0.37
0.13,-23.72,0.94,0.45,0.38
0.13,-23.34,0.94,0.44,0.38
0.12,-23.25,0.94,0.44,0.37
0.12,-23.87,0.94,0.45,0.37
0.11,-23.3,0.94,0.44,0.37
0.1,-23.78,0.94,0.45,0.38
0.09,-23.3,0.94,0.44,0.38
0.1,-23.35,0.94,0.44,0.38
0.09,-23.31,0.94,0.44,0.37
0.06,-23.06,0.94,0.44,0.38
0.04,-23.15,0.94,0.44,0.38
0.04,-23.3,0.94,0.44,0.37
0.03,-23.15,0.94,0.44,0.38
0.04,-23.35,0.94,0.44,0.37
0.03,-23.73,0.94,0.45,0.38
0.02,-23.73,0.94,0.45,0.38
0.02,-23.25,0.94,0.44,0.38
0.02,-23.83,0.94,0.45,0.38
0.01,-23.68,0.94,0.45,0.38
0.01,-23.25,0.95,0.44,0.37
0.02,-23.35,0.94,0.44,0.38
0.03,-23.41,0.94,0.44,0.38
0.04,-23.31,0.94,0.44,0.38
0.02,-23.16,0.94,0.44,0.37
0.01,-23.16,0.94,0.44,0.38
0.0,-23.74,0.94,0.45,0.38
0.01,-23.31,0.94,0.44,0.38
0.01,-23.31,0.94,0.44,0.38
-0.01,-23.11,0.94,0.44,0.37
-0.01,-23.78,0.94,0.45,0.38
-0.02,-23.11,0.94,0.44,0.38
-0.02,-23.25,0.94,0.44,0.38
-0.02,-23.25,0.94,0.44,0.38
-0.01,-23.35,0.94,0.44,0.37
-0.0,-23.25,0.94,0.44,0.37
0.01,-23.35,0.94,0.44,0.38
0.01,-23.26,0.94,0.44,0.37
0.0,-23.21,0.94,0.44,0.38
0.01,-23.31,0.94,0.44,0.38
0.01,-23.26,0.94,0.44,0.38
0.01,-23.31,0.94,0.44,0.38
-0.0,-23.16,0.94,0.44,0.38
0.0,-23.31,0.94,0.44,0.38
0.03,-23.46,0.94,0.44,0.38
0.02,-23.79,0.94,0.45,0.38
0.03,-23.31,0.94,0.44,0.37
0.03,-23.31,0.94,0.44,0.38
0.02,-23.21,0.94,0.44,0.38
0.03,-23.31,0.95,0.44,0.37
0.02,-23.26,0.94,0.44,0.38
